19,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,200,0,1,9,14,0,9,15,0,0,4,2,4,6,5,2,2,1,1.125,2.6,2.8,0,0,24,19,16,32,0,0,1,1,1,3,1,1.5,1.6667,1.6667,3.75,3.3333,3.25,1,2.2,2.7143,56,26,20,26,6,5,13,18,9,7,5,8,13,5,4,7,5,8,8,20,20,0,0,5,5,5,5,5,10,10,11,10,15,10,0,0,9,4,5,4,6,0.38609
18,2,2,2,12,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,170,0,1,21,9,4,4,20,1,0,15,3,0,5,5,4,3.6,1.6,1.5,4,1.4,0,0,14,18,14,20,5.1,4.375,3,8,4,4,1,2,3.6667,1.3333,2.5,3.3333,3.25,1.6667,2.9,3.7143,82,44,26,22,17,10,12,18,9,17,10,16,12,5,12,5,5,10,10,30,10,4.725,1,25,16,5,15,6,9,10,13,8,10,7,0,3,11,3,3,5,5,0.77756
18,2,2,1,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,147,0,1,21,7,6,5,9,0,0,0,4,8,14,3,3,5,1.8,1,3.8,1,0,0,16,8,14,14,5.4,5.375,2,3,0,3,0,2.5,2,1.3333,2.75,2.6667,2.5,2.6667,2.2,2.7143,39,16,19,10,6,5,4,21,6,12,6,10,11,5,6,16,13,12,14,32,13,0.1625,6,5,5,5,10,5,16,11,11,10,13,4,0,0,10,4,0,2,3,0.77756
18,1,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,145,0,1,23,9,2,9,22,1,1,32,2,2,12,9,5,3,2.8,3.25,3.2,1.4,1,5,24,22,18,27,4.3,4.875,6,4,4,1,0,2.625,2.3333,1.6667,2.5,3,2.5,3,3,3.8571,51,23,19,11,8,11,6,15,6,18,9,9,10,7,5,10,14,14,16,37,23,1.5,0,12,5,6,14,14,9,13,12,7,8,0,0,0,10,8,9,8,11,-0.20111
18,1,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,182,0,1,16,10,4,6,10,0,0,3,0,0,0,0,0,4.2,2.4,1.125,2.8,2.2,0,0,12,13,14,16,4.4,4.75,3,3,2,3,0,2.375,2,1.6667,3,2.6667,3.25,3,2.6,3.2857,55,29,20,10,6,9,3,23,5,13,9,14,17,6,4,7,6,7,8,19,20,0.19375,5,7,5,5,8,7,11,12,12,7,13,5,1,0,7,3,3,4,5,0.48396
18,2,2,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,155,0,1,44,10,10,7,13,0,0,12,17,8,11,9,1,4.6,3.6,1.75,4,2,1,0,13,14,13,16,5.3,5.25,1,3,0,3,0,2.25,3,1,3,3.3333,3.5,2,2.4,3,53,25,22,18,6,7,11,27,6,13,9,15,21,12,8,15,6,10,7,13,20,1.3062,0,8,6,5,9,5,10,10,10,9,14,11,0,0,12,8,2,6,13,0.77756
18,2,2,3,12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,148,0,1,21,12,11,12,23,0,8,30,15,6,16,8,6,2.6,3.8,2.25,4.2,1.2,0,0,23,12,18,30,3.1,3.625,0,4,4,3,0,2,3.6667,1,2.75,3,2.5,2,1.1,1.1429,50,26,15,11,8,3,4,14,9,16,8,13,18,14,14,14,11,11,17,22,17,1.175,7,13,7,5,14,8,12,11,10,10,11,6,0,0,9,8,2,6,6,1.0712
18,2,2,1,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,185,0,1,25,8,3,4,15,0,0,0,10,5,5,8,0,2.2,2,1,4.6,1,1,2,10,9,12,16,5.1,4.875,2,0,3,0,0,2.75,2,1,2.25,2,2.25,1.6667,1.4,1.5714,46,20,12,11,6,9,4,21,5,5,5,12,13,6,7,7,10,10,7,28,20,2.8312,8,13,5,5,19,7,10,12,12,9,15,4,0,1,11,2,0,1,2,0.67969
18,2,2,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,1,26,14,9,10,18,0,0,17,8,2,13,13,2,2,1.6,2.125,1.6,2,0,0,11,17,20,20,4.5,5,2,4,2,0,2,1.875,2.6667,1,2.5,3,3.5,1,1,1,66,32,24,17,9,9,10,22,13,17,11,21,14,7,10,9,11,14,15,31,11,2.5938,0,13,5,5,14,5,12,11,11,12,13,5,1,0,2,7,5,1,7,0.58183
19,2,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,1,25,10,6,9,25,0,5,28,6,7,18,10,5,3.2,1.4,1.125,2.2,1.2,0,0,10,10,11,13,4.4,5.5,0,5,0,0,0,1.875,3,1,2.75,3,2.5,1.6667,1.4,1.5714,65,37,20,10,11,11,5,21,6,17,13,22,17,13,6,10,9,10,15,33,12,1.125,5,15,6,7,11,6,13,12,12,14,15,5,0,0,5,3,3,2,5,-0.78832
19,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,1,3,3,3,2,18,0,0,7,0,0,11,6,0,2.6,1.6,1,1.6,1,0,0,14,11,11,19,3.5,3.75,3,4,0,0,0,2.5,1.3333,1,3,3.3333,3.25,2.3333,2.1,2.5714,43,22,10,12,7,3,8,25,6,13,8,8,13,5,4,4,7,9,12,25,20,1.5938,0,6,5,7,10,5,13,13,11,7,12,7,0,0,6,6,3,1,4,-0.10324
19,1,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,1,3,0,0,1,1,0,0,0,0,1,0,0,0,4.6,1,1,1.2,1,0,0,11,11,9,11,5.2,5.375,0,3,0,0,0,1.75,1.3333,1,3.75,4,4,1.6667,1.2,1.2857,23,10,8,9,6,3,3,34,5,5,10,8,7,5,4,4,6,7,7,37,13,0.35625,0,5,6,5,6,5,15,10,11,9,14,0,0,0,1,0,2,4,0,-1.5713
16,1,2,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,153,0,2,2,1,3,3,3,0,0,0,1,0,0,0,1,1.6,1.2,1,2.2,1,0,0,15,13,8,11,4.2,5,6,3,4,1,0,2.75,2,1.6667,2.25,2.3333,2,1.3333,2.8,3,31,12,10,7,6,7,6,26,7,6,15,9,11,5,4,4,6,8,7,30,13,0.15,0,7,5,5,13,7,15,13,11,8,13,13,0,0,5,2,3,5,5,-1.1519
19,2,2,1,13,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,127,0,1,13,5,2,2,9,0,0,0,6,8,0,1,2,4.4,1.6,1.125,2.8,2,0,0,13,10,9,19,5.5,5.25,1,5,5,5,0,2.375,3,1.6667,3.75,3,3.25,1.3333,1.3,1.4286,41,22,18,12,6,4,4,39,6,13,15,12,11,5,6,14,13,11,8,29,17,1.2125,6,6,5,9,7,5,12,12,11,6,11,3,1,0,10,1,4,4,3,-0.29898
19,2,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192,0,1,5,1,0,1,2,0,0,5,4,1,2,1,3,2.2,1,1,1,1,0,0,11,9,8,8,4.7,4.125,0,4,3,0,0,2,1.3333,1.3333,3,3.3333,3.75,2.6667,2.4,3,27,12,8,8,6,3,4,34,5,6,5,10,6,5,4,4,4,7,11,36,6,0.05,0,6,6,5,5,5,14,10,13,11,16,7,0,0,0,0,0,0,0,-1.1798
18,1,1,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,1,11,5,0,1,2,0,0,0,0,0,0,0,1,2.2,1,1,1.4,1,1,3,13,10,8,10,4,4.625,0,0,1,0,0,2.5,2.3333,1.6667,3,3,3,3.3333,1.8,2.1429,34,14,7,8,6,8,3,17,6,5,6,8,8,5,4,4,3,5,7,21,19,0.85625,0,7,5,5,9,5,14,13,12,10,12,3,0,0,5,7,2,0,0,0.19036
19,2,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93,0,1,9,3,1,5,9,0,0,6,0,0,3,3,2,4,1.2,1,3.2,1,0,0,19,14,11,22,5.4,4.75,1,0,2,2,0,1.875,3,1,2,3,3,1,2,1.8571,40,14,14,15,6,12,5,25,6,5,7,8,8,5,4,4,3,5,10,36,20,0.825,9,11,9,6,6,8,12,13,10,8,11,9,1,0,5,1,2,0,4,-0.78832
18,1,2,1,12,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,160,0,1,3,2,1,4,5,0,0,1,2,0,5,0,8,3.8,1.4,1,3.8,2.8,0,0,20,14,14,17,3.4,4.625,1,6,3,0,2,2.25,3.3333,1.6667,2,2,2.5,1,1.5,1.7143,40,16,15,10,7,6,3,12,5,5,6,9,8,5,5,7,4,7,7,35,20,0.3375,4,17,7,5,13,12,11,11,12,7,13,13,1,3,1,6,3,2,3,-1.0819
19,2,1,1,13,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,167,0,1,18,13,5,4,24,1,0,14,15,5,15,15,9,3.2,2.2,1.625,2.2,4,0,0,19,20,24,28,4.4,4.5,4,6,5,0,0,2.875,3,1,2.25,3,2.25,1,2.9,3.7143,57,29,18,22,6,5,7,18,12,9,7,10,15,5,18,11,4,12,10,16,6,2.5187,25,20,7,17,10,10,10,13,13,13,13,12,5,4,12,5,6,1,3,1.169
18,2,2,6,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,160,0,1,21,5,2,4,23,1,0,4,8,6,15,7,7,2.2,1.8,1.5,2.2,1,0,0,25,10,18,16,6,6,0,3,3,1,0,1.625,1,1,2.5,4,2.75,1,2.2,2.1429,43,20,27,9,6,3,6,29,5,9,5,10,15,5,4,12,8,15,7,18,15,2.0687,11,6,5,11,5,5,9,12,10,9,12,10,0,2,13,2,1,0,0,0.48396
16,2,2,1,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,112,0,2,23,11,7,6,22,1,9,26,3,2,12,7,2,1,1,1,1.2,1,0,0,18,15,24,20,2,3.625,3,4,0,0,0,2.25,2,2,2.25,2,2,2,2.4,3,55,27,19,14,8,6,6,15,10,11,10,18,17,5,6,11,7,9,10,14,12,2.6688,10,11,5,8,13,8,9,10,8,14,9,7,0,4,10,4,6,6,8,0.089395
19,1,2,2,12,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,157,0,1,7,1,2,1,4,0,0,2,3,0,3,3,3,3.8,1.8,1,2.4,2,0,0,12,15,7,20,5.1,3.625,2,6,3,2,1,1.875,4,1,2.5,3,2.25,1,2.2,2.1429,33,13,11,15,6,5,10,34,5,10,15,8,8,5,7,7,12,7,9,30,18,0.1625,11,12,12,12,14,7,12,10,11,5,12,2,0,0,4,5,8,1,2,0.28822
17,2,2,2,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,312,0,1,12,4,3,6,8,0,0,23,3,2,5,7,2,2,1,1,1.2,1,1,8,17,11,18,19,5.9,5.75,0,4,0,0,1,2,1.6667,1.6667,2.5,2.6667,4,1,2.6,3.2857,51,28,22,24,9,6,14,40,7,8,10,18,19,6,7,8,12,11,11,38,21,2.9375,16,6,6,8,5,5,10,13,12,4,14,5,0,0,8,5,1,7,6,-0.71143
19,2,1,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,0,1,31,14,14,18,22,0,3,16,7,5,12,11,3,2.4,2.4,1.75,3.6,1,1,7,19,13,27,25,4.4,5.25,3,8,4,1,1,2.125,3.6667,1.6667,2,1.6667,2.5,1,2.7,2.8571,63,38,25,10,7,5,5,18,12,21,9,20,24,6,6,10,4,11,15,33,11,1.1875,10,23,5,5,16,9,10,12,10,5,12,5,0,0,13,6,2,3,9,2.4413
19,2,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,1,9,5,1,2,9,0,0,2,2,3,2,2,0,3,1.6,1,2,1.6,0,0,13,9,9,12,4.5,4.75,0,1,0,1,0,2,2,2,3,3.3333,3,2.3333,1.4,1.5714,28,12,11,10,6,3,6,25,5,9,8,9,9,5,5,6,5,5,7,31,15,3.2313,1,9,5,5,7,6,12,11,11,10,13,7,0,2,2,0,2,1,1,-1.3755
19,2,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,1,2,2,0,3,3,0,0,1,0,1,1,0,2,2.6,1,1,1.2,1,1,7,14,9,7,16,4.3,5,0,0,3,0,0,2,1.6667,1,3,3.6667,3,2,2.5,3.1429,28,12,14,6,6,3,5,28,5,5,6,8,8,5,4,4,4,5,7,34,17,0.0625,2,5,5,5,5,6,10,11,11,7,16,3,0,0,2,2,1,0,5,-1.6691
19,2,2,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,160,0,2,6,4,1,3,9,0,0,9,1,1,6,6,1,2.8,1,1,2.6,1.4,0,0,12,9,11,23,4.7,4.75,0,0,0,0,0,2.25,1,1.6667,3.5,3.3333,3.5,2,2.2,2.7143,35,16,8,8,6,6,7,22,5,6,5,10,10,5,4,4,6,10,7,27,9,3.0063,3,5,5,5,9,5,15,11,13,8,14,3,0,1,5,1,1,0,3,-0.29898
17,2,2,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25,9,6,10,14,0,1,16,2,1,10,4,2,1.4,1,1,1,1,0,0,17,16,17,25,4.4,3.375,3,5,0,1,0,2.25,2.6667,1.3333,2,2,2.5,1,2.5,3.1429,52,27,15,15,9,5,6,18,7,12,6,16,10,5,8,10,7,8,11,28,21,0.59375,21,16,9,5,15,10,9,14,11,6,12,10,0,2,7,8,3,6,7,0.009312
19,2,1,6,13,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,190,0,1,14,4,5,2,11,0,0,0,15,6,12,11,3,3.2,1.4,1,2.4,2.6,1,1,20,12,14,23,5.7,6,0,8,0,1,0,1.375,3,1,2.75,3.3333,3.5,1,2.5,3.1429,37,14,19,11,6,4,6,27,7,8,9,14,15,9,11,11,9,11,15,31,7,2.8438,5,11,14,5,6,5,8,11,13,6,14,8,1,2,5,0,4,0,5,1.4626
18,2,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,1,14,9,7,2,11,0,0,9,4,4,11,6,1,2.2,1.2,1,2,1.2,1,16,19,14,14,16,4.7,5,0,2,0,0,0,1.625,3,1.3333,3.5,3.6667,3.5,1.3333,3,3.2857,42,23,15,9,6,6,7,26,6,7,10,11,17,6,6,12,8,7,18,31,8,2.4312,13,7,6,5,5,6,11,11,12,6,12,7,0,0,6,4,1,1,2,0.09249
19,2,2,1,13,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,157,0,1,11,8,1,2,4,0,0,19,8,7,11,7,5,3.4,1.4,1,2.6,1,1,6,18,19,15,23,4.7,4.125,6,9,0,2,1,2.625,4,2.6667,1.75,2,1.75,2,1.4,1.5714,35,17,8,8,9,6,5,21,5,8,7,14,9,7,14,13,3,11,7,28,8,3.1063,3,20,6,11,20,11,10,12,10,13,12,7,0,4,9,3,4,5,5,-0.10324
18,2,1,6,13,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,128,0,2,51,18,16,4,35,0,6,21,17,1,9,19,7,3.8,1.2,1.375,4.4,2.2,0,0,16,25,26,23,4.6,5.25,0,4,1,2,1,1.875,3.6667,1,3.75,4,4,1.3333,1.4,1.5714,72,36,17,25,6,15,7,32,17,11,5,38,14,5,16,16,15,16,29,39,6,2.0438,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2456
18,2,1,1,13,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,19,4,2,3,13,0,0,0,3,2,6,6,6,3.8,1,1,1.4,1,0,0,15,18,23,21,4.6,5.125,2,6,0,0,0,2.375,2.6667,1.3333,2.75,3,2,2,1.4,1.5714,46,23,16,13,6,12,8,35,12,6,10,11,12,5,7,13,11,10,13,33,4,2.4375,9,9,7,5,9,5,13,11,11,10,16,8,0,0,10,0,3,0,2,1.0712
19,2,1,7,13,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,280,0,1,11,10,6,3,7,0,3,1,14,8,6,11,10,4,1.6,1.5,1.8,2,1,6,19,15,10,30,3.5,4.75,6,11,6,3,3,2.875,2.6667,1,1.75,1.3333,2,2.6667,3.9,4.4286,49,21,14,15,6,7,4,14,7,21,8,10,21,5,11,8,9,13,22,30,20,1.25,7,17,15,5,14,15,9,10,11,12,12,8,0,2,7,2,8,7,13,0.87543
18,2,2,3,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,120,0,1,9,3,2,2,0,0,0,5,0,0,0,0,1,4,1,1,2.2,2.4,1,3,12,18,13,12,5.5,5.875,0,1,2,0,0,1.125,2.6667,1,2.75,2.6667,3.5,1,1.4,1.5714,23,10,11,7,6,4,9,30,6,5,6,8,7,5,4,4,3,5,7,39,7,0.24375,7,8,5,6,7,5,9,13,10,8,12,9,1,0,6,0,3,3,2,-1.4734
17,2,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,140,0,1,13,13,2,9,25,0,0,7,3,3,13,8,1,4,1.8,1,3.6,1.6,1,4,11,15,12,20,5,5.5,1,4,0,0,0,2.125,1.3333,1.3333,2.25,3,3.25,2.6667,2.7,3.4286,64,32,29,16,7,4,7,15,6,18,8,9,11,6,12,11,10,7,14,34,18,0.675,6,5,5,5,5,5,10,12,13,10,15,3,0,1,7,1,2,1,4,0.89022
18,2,2,2,11,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,120,0,1,2,7,6,2,2,1,0,3,0,1,4,3,10,2,1,1,1,1.2,0,0,13,5,12,11,5,5.375,9,2,2,1,2,2.125,1.6667,1.6667,2.5,4,3,3,2.2,2.1429,30,10,6,10,6,5,3,12,5,5,5,8,14,21,4,4,7,5,15,30,15,4.5812,40,12,11,10,11,13,10,10,11,9,12,11,1,1,11,9,7,12,8,-0.78832
18,1,2,1,13,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,140,0,1,13,3,3,6,5,0,0,4,2,2,6,1,5,1.4,1.6,1,2.6,1.2,0,0,17,11,9,18,4.3,5,1,3,0,3,1,2.625,3,1.6667,2.25,3,2.25,2.6667,1.7,2,33,15,11,8,7,7,6,25,5,5,8,9,7,5,7,4,5,15,8,32,7,0.31875,6,14,5,8,13,7,11,11,10,10,12,6,0,0,5,1,2,1,1,-0.78832
18,2,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,220,0,1,2,2,0,0,0,0,0,14,3,1,0,0,0,1.4,1,1,2,1,0,0,19,12,10,12,4.1,4.375,0,1,0,0,0,1.375,2,1,3.75,3.3333,3.5,1.3333,1.8,2.1429,28,13,7,7,6,5,6,30,5,7,7,8,7,5,4,4,3,5,7,29,13,2.4188,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8649
18,2,2,1,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,90,0,1,12,2,1,5,10,1,0,6,5,0,8,3,2,2,2.4,1.75,1.4,2,0,0,12,13,8,17,4.2,4.75,2,5,0,0,1,2.125,1.3333,1,2.75,3.3333,2.5,2,1.7,1.7143,48,19,17,13,6,11,8,26,6,15,6,13,19,8,5,4,3,9,8,40,16,4.5312,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.59258
18,2,2,1,12,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,140,0,1,10,7,3,13,10,0,0,17,4,4,7,11,10,1.2,1,1,1,1,1,9,26,14,24,20,4.5,3.375,6,9,7,5,1,2.75,3.6667,2,2.75,2,2,2.6667,4.1,4.7143,43,19,14,14,6,5,3,12,18,10,6,15,13,5,8,9,3,5,10,27,18,0.175,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88618
18,2,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,0,1,12,1,2,0,3,0,0,0,11,8,4,2,2,1,1,1,1.2,1,0,0,10,9,10,12,5,5.25,2,4,4,0,0,2.125,2,1.3333,2.5,3,2.5,1.3333,1.7,2,32,12,9,8,6,9,6,25,5,5,6,10,6,5,4,7,4,8,14,27,19,1.9688,5,13,7,5,12,6,11,12,10,9,12,4,0,0,5,1,0,2,4,-0.59258
17,2,2,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1,9,7,2,1,3,0,0,0,4,1,1,2,0,3.4,3.2,1.75,3.2,1,1,7,13,18,19,19,5.7,5,0,0,1,0,0,1.75,1.3333,1.3333,3,3.3333,3.25,2.6667,1.8,2.1429,38,19,13,16,6,3,7,25,7,9,7,10,18,12,6,5,7,12,26,31,15,1.0437,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1519
18,2,2,1,12,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,145,0,1,11,6,0,2,7,0,0,0,7,4,1,1,5,2,1,1,1,2.4,0,0,14,11,8,33,5.1,5.25,3,6,2,0,1,2.25,2.3333,1,2.5,3.3333,3.25,1,2.9,3.7143,36,17,23,7,7,4,5,26,5,7,6,8,13,5,12,15,10,18,7,28,15,1.4187,15,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1.3648
18,1,2,1,12,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,170,0,1,11,5,2,7,4,0,0,5,1,1,7,2,2,2.8,1,1,1.4,1.6,0,0,21,14,10,20,4.3,5.125,3,3,0,1,0,2.25,1,2,3.75,4,3.5,3.3333,1.7,2,38,19,14,10,6,7,6,30,5,9,13,13,10,6,7,9,5,8,8,32,9,0.65625,7,7,5,15,5,5,12,12,11,6,16,6,0,3,6,1,3,2,1,-0.20111
18,2,2,1,12,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,145,0,1,2,1,0,0,1,0,0,0,4,5,1,6,6,1.4,1,1,1,1,0,0,10,13,15,14,5.4,5.875,4,8,4,3,2,2.25,2.6667,1.6667,3,3.3333,3.25,2.6667,2.2,2.7143,24,11,7,7,6,3,5,35,5,7,8,8,10,5,4,4,7,7,7,28,5,0,1,14,7,5,10,10,14,11,11,6,14,5,0,0,0,0,2,3,0,-0.39685
18,2,2,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127,0,1,8,6,2,5,8,0,4,7,5,3,4,2,4,3,1,1.25,1.2,2,0,0,19,14,11,21,3.3,5,6,5,0,0,0,2.125,4,1.3333,3.25,2.6667,2.75,1.3333,3.2,4.1429,46,21,14,12,6,8,5,20,5,14,10,11,14,5,6,6,5,6,9,30,16,0.225,9,10,5,5,12,5,13,11,11,8,10,4,0,1,7,3,1,3,6,-0.0053773
